web-scraper-order,web-scraper-start-url,piece_link,piece_link-href,details,etat,adresse,prix,image-src
"1750853813-60","https://www.expat-dakar.com/equipements-pieces?page=25","Écrans Radio Android
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. avr., 15:48
                                    
                    145 000 F Cfa
                        
                        785268888
                    
                        785268888
                    
                        776968484","https://www.expat-dakar.com/annonce/ecrans-radio-android-5958227","","Neuf","Hann maristes
            
                Dakar","145 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c0cf63308de809418ae487daca1475b5/-/horizon-files-prod/ed/picture/qngxwnjz/95651b3c2a65a2d3c63a12a41d5b9bd3726942bb.jpg"
"1750853850-61","https://www.expat-dakar.com/equipements-pieces?page=24","CAMERA DE RECUL POUR STATIONNEMENT
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. avr., 15:48
                                    
                    50 000 F Cfa
                        
                        785268888
                    
                        785268888
                    
                        776968484","https://www.expat-dakar.com/annonce/camera-de-recul-pour-stationnement-5926747","","Neuf","Hann maristes
            
                Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6d9df2933392f25fbdfd6279f55a1773/-/horizon-files-prod/ed/picture/q0gwnx8x/e24d2ec7fc8ef5fb55e3bc3a0aab952fde1ccd5a.jpg"
"1750853854-62","https://www.expat-dakar.com/equipements-pieces?page=24","pompe à air pour pneu
                                Neuf
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        jeudi, 12:08
                                    
                    12 000 F Cfa
                        
                        775636576
                    
                        772891632","https://www.expat-dakar.com/annonce/pompe-a-air-pour-pneu-5968937","Détails","Neuf","Ouakam
            
                Dakar","12 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e9c23f6ca1b9b5a7d83f60160d3db5f/-/horizon-files-prod/ed/picture/qj4r27w5/e29bf1cb5c942cc602c128cb108dbe542bb4181f.png"
"1750853880-63","https://www.expat-dakar.com/equipements-pieces?page=24","Casque, malette, antivol moto
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        10. mai, 13:14
                                    
                    1 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/casque-malette-antivol-moto-5933216","Détails","Neuf","Castor
            
                Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e69f51ec4fe72837a06fa2523914dadc/-/horizon-files-prod/ed/picture/qpd6nm9r/38702dd601fc445ee932797ec7989224294b2d23.jpg"
"1750853893-64","https://www.expat-dakar.com/equipements-pieces?page=24","Vends 3 pneus GOOD YEAR Wrangler 4x4
                                D'occasion
                                                                                    Ngaparou,
                                                                                Thiès
                                    
                                        25. avr., 11:31
                                    
                    69 999 F Cfa
                        
                        775128545","https://www.expat-dakar.com/annonce/vends-3-pneus-good-year-wrangler-4x4-5975992","Détails","D'occasion","Ngaparou
            
                Thiès","69 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e69f817bb8c85b158da92f622d945459/-/horizon-files-prod/ed/picture/q9m9dk80/2f5d0f8a87af3e114287cba9d7224a0d7e8888f4.jpg"
"1750853898-65","https://www.expat-dakar.com/equipements-pieces?page=24","Garniture de pare brise complète Ford Explorer  PROMOTION
                                Neuf
                                                                                    Ngaparou,
                                                                                Thiès
                                    
                                        25. avr., 11:07
                                    
                    49 999 F Cfa
                        
                        775128545","https://www.expat-dakar.com/annonce/garniture-de-pare-brise-complete-ford-explorer-promotion-5975995","Détails","Neuf","Ngaparou
            
                Thiès","49 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cfc7f484ce305943f203d6a4e2002a82/-/horizon-files-prod/ed/picture/qq47vzd7/b510134e8ee001d7dcc8b974fe67806d703363f1.jpg"
"1750853905-66","https://www.expat-dakar.com/equipements-pieces?page=24","Spomicrophone universel pour Pare-Chocs
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. avr., 15:47
                                    
                    40 000 F Cfa
                        
                        785268888
                    
                        785268888
                    
                        776968484","https://www.expat-dakar.com/annonce/spomicrophone-universel-pour-pare-chocs-5772286","","Neuf","Hann maristes
            
                Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d16f167bd11c8b8cc95964306e47f324/-/horizon-files-prod/ed/picture/qen5z5vz/ae78e42be42a9cd5fc4ef2373a2ff11dde06ba20.jpg"
"1750853917-67","https://www.expat-dakar.com/equipements-pieces?page=24","Kit de phares Ampoules LED X-WillTop
                                Neuf
                                                                                    Dakar,
                                                                                Dakar
                                    
                                        jeudi, 18:00
                                    
                    12 000 F Cfa
                        
                        773973207","https://www.expat-dakar.com/annonce/kit-de-phares-ampoules-led-x-willtop-5991665","Détails","Neuf","Dakar
            
                Dakar","12 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7ec4e0b3c937a7785a538521459b4749/-/horizon-files-prod/ed/picture/qzvd5kex/c3bb529bb54f57c0c86fce08c131b1dd2977945e.jpg"
"1750853927-68","https://www.expat-dakar.com/equipements-pieces?page=24","Autoradio tactile 7 pouces fonctions Mirror Link - Bileeko
                                Neuf
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        20. mai, 20:14
                                    
                    35 000 F Cfa
                        
                        781932453
                    
                        784485061
                    
                        783570169","https://www.expat-dakar.com/annonce/autoradio-tactile-7-pouces-fonctions-mirror-link-bileeko-5997702","Détails","Neuf","Patte d‘oie
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b96132e81af066e9d6a81cfc9811f9a7/-/horizon-files-prod/ed/picture/qv4e0d28/d1a71acf846b81c70a4088b0e1f5ab7f43f3f94e.jpg"
"1750853932-69","https://www.expat-dakar.com/equipements-pieces?page=24","Compresseur d’air portable Auto Moto
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        6. mai, 13:44
                                    
                    35 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/compresseur-dair-portable-auto-moto-6006471","Détails","Neuf","Grand-Dakar
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b5c0d50d8a7fdcdd92f1925259b25353/-/horizon-files-prod/ed/picture/qngx8dgw/15b73f34c5c6b8f2495839f497060caf9945dbea.png"
"1750853937-70","https://www.expat-dakar.com/equipements-pieces?page=24","Bâche Suv,berline(housse de protection) en pvc
                                Neuf
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        4. avr., 19:34
                                    
                    20 000 F Cfa
                        
                        770922410","https://www.expat-dakar.com/annonce/bache-suvberlinehousse-de-protection-en-pvc-6031189","Détails","Neuf","Sicap Liberté
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/97649497d571c24a56df5385d74a9a6d/-/horizon-files-prod/ed/picture/q7856g7n/468770911ed0a1b14e81042b4f37a0455a4c6336.jpg"
"1750853951-71","https://www.expat-dakar.com/equipements-pieces?page=23","Boîte mouchoirs et housse de protection volant(strase)
                                Neuf
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        13. mai, 12:20
                                    
                    20 000 F Cfa
                        
                        770922410","https://www.expat-dakar.com/annonce/boite-mouchoirs-et-housse-de-protection-volantstrase-6031444","Détails","Neuf","Sicap Liberté
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/512d466a9eedd07f4b46a6a458a8f31f/-/horizon-files-prod/ed/picture/q6xkj584/698a6bc8ee399dc9068ada65ed8198f5dfb5c017.jpg"
"1750853955-72","https://www.expat-dakar.com/equipements-pieces?page=23","Batterie de voiture 75ah neuve
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        29. mars, 01:42
                                    
                    38 000 F Cfa
                        
                        778885555","https://www.expat-dakar.com/annonce/batterie-de-voiture-75ah-neuve-6039067","","Neuf","Plateau
            
                Dakar","38 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/45106fab6e130f3604a01579aba15e1f/-/horizon-files-prod/ed/picture/q785z5g8/238174af039fbaa7b5bf7552df8f07538bdc4752.jpg"
"1750853958-73","https://www.expat-dakar.com/equipements-pieces?page=23","Casque LS2 Valiant 2
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        10. mai, 12:37
                                    
                    142 500 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/casque-ls2-valiant-2-6041572","Détails","Neuf","Castor
            
                Dakar","142 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/817d12d603e0c370eafd0510162af629/-/horizon-files-prod/ed/picture/qwe27k5d/11314103a9d32ba8bf1154b6aeb2f89c7d600b63.jpg"
"1750853961-74","https://www.expat-dakar.com/equipements-pieces?page=23","Chargeur Batterie
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        1. avr., 15:44
                                    
                    15 000 F Cfa
                        
                        775578275
                    
                        763583858
                    
                        775578275","https://www.expat-dakar.com/annonce/chargeur-batterie-6054543","","Neuf","Guediawaye
            
                Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ffd6bcf44cf02dd79a783d860ff8c418/-/horizon-files-prod/ed/picture/qzvdmqj6/735a6d63a855876a1195d9fed8fb76fb2940aa66.jpg"
"1750853964-75","https://www.expat-dakar.com/equipements-pieces?page=23","Pièces et équipements motos
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        10. mai, 13:14
                                    
                    1 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/pieces-et-equipements-motos-5925926","Détails","Neuf","Castor
            
                Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a7d8b32e0193a3e5a7c0fa620ca828f/-/horizon-files-prod/ed/picture/q9m95dx5/00559d67dd15d97b018b3eba419d2393568d6ae0.jpg"
"1750853969-76","https://www.expat-dakar.com/equipements-pieces?page=23","Malette moto et scooter
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        10. mai, 13:15
                                    
                    19 500 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/malette-moto-et-scooter-5907604","Détails","Neuf","Castor
            
                Dakar","19 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0a6642fe256ff7b30c3b725bb363097b/-/horizon-files-prod/ed/picture/q9m9jqqw/4d36ed52dc756ef65816b11598e489f8fd74ab9a.jpg"
"1750853976-77","https://www.expat-dakar.com/equipements-pieces?page=23","OEDRO tapis de sol pour Voiture OETIFM-1181
                                Neuf
                                                                                    Médina,
                                                                                Dakar
                                    
                                        10. mai, 15:14
                                    
                    45 000 F Cfa
                        
                        789145911
                    
                        789145911","https://www.expat-dakar.com/annonce/oedro-tapis-de-sol-pour-voiture-oetifm-1181-6083000","Détails","Neuf","Médina
            
                Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b38ef4419098d593080cae0aee8dc6c9/-/horizon-files-prod/ed/picture/q6xk0nd7/f127a7a73c2cc9a16b0a0095ac70b0d4ca1f8d2e.jpg"
"1750853980-78","https://www.expat-dakar.com/equipements-pieces?page=23","Feux Arrière Led Auto
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. avr., 15:48
                                    
                        785268888
                    
                        785268888
                    
                        776968484","https://www.expat-dakar.com/annonce/feux-arriere-led-auto-5905282","","Neuf","Hann maristes
            
                Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9b9c98a7363fdeca0967b91bd00432b0/-/horizon-files-prod/ed/picture/qpd6mqkx/49527b6af3a99a502d18d211e369ae9bafe232b6.jpg"
"1750853985-79","https://www.expat-dakar.com/equipements-pieces?page=23","BANDE DE LUMIÈRES DECORATIVE POUR VOITURE
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. avr., 15:47
                                    
                    25 000 F Cfa
                        
                        785268888
                    
                        785268888
                    
                        776968484","https://www.expat-dakar.com/annonce/bande-de-lumieres-decorative-pour-voiture-5691003","","Neuf","Hann maristes
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c6e268ad02bf1ef94b6d700279c4a8cf/-/horizon-files-prod/ed/picture/q0g2n5km/cac23acc07cdfdab72b9f520674a869800fd81df.jpg"
"1750853990-80","https://www.expat-dakar.com/equipements-pieces?page=23","Autocollant Feux antibrouillards
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. avr., 15:48
                                    
                        785268888
                    
                        785268888
                    
                        776968484","https://www.expat-dakar.com/annonce/autocollant-feux-antibrouillards-5905275","","Neuf","Hann maristes
            
                Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a525d75f4ee0e9d802b7c08dcc9ee38c/-/horizon-files-prod/ed/picture/q448nqe2/72c5c3de1b92b294859bf8c719e2f84931fbb3c8.jpg"
"1750854004-81","https://www.expat-dakar.com/equipements-pieces?page=22","Radio écran digital
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. avr., 15:47
                                    
                    149 000 F Cfa
                        
                        785268888
                    
                        785268888
                    
                        776968484","https://www.expat-dakar.com/annonce/radio-ecran-digital-5603717","","Neuf","Hann maristes
            
                Dakar","149 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4928c4cf6f950e66b6488850d006500a/-/horizon-files-prod/ed/picture/q2jj4k4g/7a36863f3d545fd721860a89fdd1ba7ab77e946e.jpg"
"1750854007-82","https://www.expat-dakar.com/equipements-pieces?page=22","Grille de Centre Calandre Pare Choc Avant Land Rover
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. avr., 15:48
                                    
                        785268888
                    
                        785268888
                    
                        776968484","https://www.expat-dakar.com/annonce/grille-de-centre-calandre-pare-choc-avant-land-rover-5907894","","Neuf","Hann maristes
            
                Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dcdc4eb313386f099c24302f7ce86cd1/-/horizon-files-prod/ed/picture/qwe2p4k0/4d3bc7a05183c4bc54e9c88608044cb69e3ed292.jpg"
"1750854013-83","https://www.expat-dakar.com/equipements-pieces?page=22","ECRAN ANDROID
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. avr., 15:47
                                    
                    275 000 F Cfa
                        
                        785268888
                    
                        785268888
                    
                        776968484","https://www.expat-dakar.com/annonce/ecran-android-5755215","","Neuf","Hann maristes
            
                Dakar","275 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/db477d6e367b79b04d1c78d8d2df86e9/-/horizon-files-prod/ed/picture/qj4j72ng/76be0808adadeaab1bb0f9add69e6b982d45bc5c.jpg"
"1750854018-84","https://www.expat-dakar.com/equipements-pieces?page=22","Casques Moto Homologués DOT et ECE
                                Neuf
                                                                                    Castor,
                                                                                Dakar
                                    
                                        10. mai, 12:37
                                    
                    1 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/casques-moto-homologues-dot-et-ece-6044034","Détails","Neuf","Castor
            
                Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f51d03ebd9a0d09c63503c42150c079f/-/horizon-files-prod/ed/picture/qm5pekq2/99a14f6e529cfa3b77e8b35620ef1b5211352828.jpg"
"1750854023-85","https://www.expat-dakar.com/equipements-pieces?page=22","Cric hydraulic electric
                                Neuf
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        3. juin, 16:53
                                    
                    1 F Cfa
                        
                        782126969","https://www.expat-dakar.com/annonce/cric-hydraulic-electric-5014269","Détails","Neuf","Plateau
            
                Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d805280b65ecf4418df07fc3d7978b1f/-/horizon-files-prod/ed/picture/q0m9qg8/9b9ca0344448abf4df8910e143a411e87fc875e6.jpg"
"1750854028-86","https://www.expat-dakar.com/equipements-pieces?page=22","Radio écran digital automobile système Android
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. avr., 15:47
                                    
                    145 000 F Cfa
                        
                        785268888
                    
                        785268888
                    
                        776968484","https://www.expat-dakar.com/annonce/radio-ecran-digital-automobile-systeme-android-5584267","","Neuf","Hann maristes
            
                Dakar","145 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c76e186c009dbcb01e25f3e0bcd2515/-/horizon-files-prod/ed/picture/q7882g6x/803e090daa884d18af4bf2b0e42d8030458d19e8.jpg"
"1750854031-87","https://www.expat-dakar.com/equipements-pieces?page=22","TURBO LED
                                Neuf
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        16. avr., 15:47
                                    
                    35 000 F Cfa
                        
                        785268888
                    
                        785268888
                    
                        776968484","https://www.expat-dakar.com/annonce/turbo-led-5637967","","Neuf","Hann maristes
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/408c88fee0316779ca99259cbf1f9569/-/horizon-files-prod/ed/picture/q78789qj/a98783c926c4d60bb289fd6535719932c905eebb.jpg"
"1750854034-88","https://www.expat-dakar.com/equipements-pieces?page=22","Housse de voiture de luxe 5 places
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        lundi, 13:04
                                    
                    50 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/housse-de-voiture-de-luxe-5-places-5239243","Détails","Neuf","Grand-Dakar
            
                Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5c40febc941c0169ee9acfd6c9930777/-/horizon-files-prod/ed/picture/qzv2j2nx/eaf12c3ee0d3d6909c7cb3630c3e650014161d54.png"
"1750854037-89","https://www.expat-dakar.com/equipements-pieces?page=22","Sac à bandoulière
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        6. mai, 13:43
                                    
                    10 500 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/sac-a-bandouliere-5909532","Détails","Neuf","Grand-Dakar
            
                Dakar","10 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/982df7686119217de0a165a32213f094/-/horizon-files-prod/ed/picture/qrzv8deq/50ce807fb94e48a6674416574ac57f4e572e03b6.jpg"
"1750854041-90","https://www.expat-dakar.com/equipements-pieces?page=22","Outils de Diagnostique Automobile Lecteur de Codes OBD2
                                Neuf
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        vendredi, 22:06
                                    
                    13 000 F Cfa
                        
                        784074746
                    
                        784485061
                    
                        781932453","https://www.expat-dakar.com/annonce/outils-de-diagnostique-automobile-lecteur-de-codes-obd2-3499077","Détails","Neuf","Patte d‘oie
            
                Dakar","13 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/235b43588bd30dec4b354dfb168914db/-/horizon-files-prod/ed/picture/qx95nx4/77cf369eff95fb52fd779f790b79119180451556.jpg"
"1750854049-91","https://www.expat-dakar.com/equipements-pieces?page=21","GPS Traceur de véhicule
                                Neuf
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        24. mai, 16:47
                                    
                    25 000 F Cfa
                        
                        770873829
                    
                        770873829","https://www.expat-dakar.com/annonce/gps-traceur-de-vehicule-6115777","Détails","Neuf","Parcelles Assainies
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2dc7071a084e79d138c56976ce18ea4b/-/horizon-files-prod/ed/picture/qxjp6w00/b60f9009ae9d66b7b1ac6d1e52c4ddc0af59b443.jpg"
"1750854053-92","https://www.expat-dakar.com/equipements-pieces?page=21","Optimiseur de voiture EcoBoost, économiseur de carburant
                                Venant
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        24. mai, 15:01
                                    
                    5 000 F Cfa
                        
                        784074746
                    
                        784485061
                    
                        781932453","https://www.expat-dakar.com/annonce/optimiseur-de-voiture-ecoboost-economiseur-de-carburant-3858668","Détails","Venant","Patte d‘oie
            
                Dakar","5 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0873e38b1570dbc1910ed0ee6064d429/-/horizon-files-prod/ed/picture/qvjxkxm/a72390a01a3104a3433ea421ae820d13e1f39edb.jpg"
"1750854056-93","https://www.expat-dakar.com/equipements-pieces?page=21","Nettoyant Vitre Auto
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        11. avr., 17:15
                                    
                    3 000 F Cfa
                        
                        775578275
                    
                        763583858
                    
                        775578275","https://www.expat-dakar.com/annonce/nettoyant-vitre-auto-6117925","Détails","Neuf","Guediawaye
            
                Dakar","3 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cb22d32685c5c9ada57f453187e5e0ba/-/horizon-files-prod/ed/picture/q0g7208z/839a77cc428c5cac950f713987f25c86941f7a1d.jpg"
"1750854060-94","https://www.expat-dakar.com/equipements-pieces?page=21","Casques LS2 Moto
                                Neuf
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        10. mai, 12:38
                                    
                    42 000 F Cfa
                        
                        777672682
                    
                        777672682
                    
                        770949542","https://www.expat-dakar.com/annonce/casques-ls2-moto-6135468","Détails","Neuf","Sicap Liberté
            
                Dakar","42 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/580d8b06c5b3e52d1509523b67e6099e/-/horizon-files-prod/ed/picture/qv4www52/66606bef6f0f9cf9361eaa99a8f34bce40dcfbb5.jpg"
"1750854063-95","https://www.expat-dakar.com/equipements-pieces?page=21","Abel Nettoyant Phares Auto
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        2. juin, 22:59
                                    
                    8 000 F Cfa
                        
                        775578275
                    
                        763583858
                    
                        775578275","https://www.expat-dakar.com/annonce/abel-nettoyant-phares-auto-6162815","","Neuf","Guediawaye
            
                Dakar","8 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e2dd174f17f0f8fc69979313cb3cbcf/-/horizon-files-prod/ed/picture/qj4qpe4v/217ff5f7211806686f000034340e26e675ee94cc.jpg"
"1750854066-96","https://www.expat-dakar.com/equipements-pieces?page=21","Liquide Nettoyant siège Cuir
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        20. avr., 17:50
                                    
                    5 000 F Cfa
                        
                        775578275
                    
                        763583858
                    
                        775578275","https://www.expat-dakar.com/annonce/liquide-nettoyant-siege-cuir-6162826","","Neuf","Guediawaye
            
                Dakar","5 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a7ad2248682443da1b8a9c4e6781cc8f/-/horizon-files-prod/ed/picture/q9mj5q8w/19935b16f028ea8cfa2866447fcd988fa41b845c.jpg"
"1750854071-97","https://www.expat-dakar.com/equipements-pieces?page=21","Bâche auto Suv , 4x4 et berline
                                Neuf
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        4. avr., 19:33
                                    
                    20 000 F Cfa
                        
                        770922410","https://www.expat-dakar.com/annonce/bache-auto-suv-4x4-et-berline-6166892","Détails","Neuf","Sicap Liberté
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a0a35073f86118f5fa18be2baecbdae1/-/horizon-files-prod/ed/picture/q9mjr9d5/7c4cb26823f96d429e5afcad848d10a5e3d6ad4c.jpg"
"1750854075-98","https://www.expat-dakar.com/equipements-pieces?page=21","Pistolet Nettoyeur Haute Pression 30 bar
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        6. mai, 13:42
                                    
                    35 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/pistolet-nettoyeur-haute-pression-30-bar-5924455","Détails","Neuf","Grand-Dakar
            
                Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/58c513356b40c92f8ef3a585d6e7b33c/-/horizon-files-prod/ed/picture/qxj2gknq/0be70665dbce4840064546022540ff38f926222e.png"
"1750854080-99","https://www.expat-dakar.com/equipements-pieces?page=21","Liquide Mousse Nettoyant Carrosserie
                                Neuf
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        2. juin, 15:17
                                    
                    3 000 F Cfa
                        
                        775578275
                    
                        763583858
                    
                        775578275","https://www.expat-dakar.com/annonce/liquide-mousse-nettoyant-carrosserie-6025600","","Neuf","Guediawaye
            
                Dakar","3 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a02c9a53e7e9d173e6dca36a903039da/-/horizon-files-prod/ed/picture/q6xkwe4g/d2999fc4fb98c30046df72d5b0d66707a9330cda.jpg"
"1750854084-100","https://www.expat-dakar.com/equipements-pieces?page=21","Huile synthétique Rulexx plus  GTX pétrole &Diesel.10w40
                                Neuf
                                                                                    Liberte 5,
                                                                                Dakar
                                    
                                        1. avr., 03:18
                                    
                                            Vendeur vérifié
                                        
                    35 500 F Cfa
                        
                        776306611
                    
                        777351602
                    
                        775404816
                    
                        776306611","https://www.expat-dakar.com/annonce/huile-synthetique-rulexx-plus-gtx-petrole-diesel10w40-6047989","Détails","Neuf","Liberte 5
            
                Dakar","35 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/47ff6c0daf4365cf8c99279e02222438/-/horizon-files-prod/ed/picture/q785zn2d/61f3154ba9c1e0f6527bb1640c4ba76ce3d3a00f.jpg"
"1750854093-101","https://www.expat-dakar.com/equipements-pieces?page=20","GPS
                                Neuf
                                                                                    Ouakam,
                                                                                Dakar
                                    
                                        jeudi, 12:08
                                    
                    20 000 F Cfa
                        
                        775636576
                    
                        772891632","https://www.expat-dakar.com/annonce/gps-5871413","Détails","Neuf","Ouakam
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f10f728d4d06df0f3fae58398a35849/-/horizon-files-prod/ed/picture/qgq9q858/8680c59a870ee8406296542dc14065c31314de13.jpg"
"1750854097-102","https://www.expat-dakar.com/equipements-pieces?page=20","Bache voiture berline
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        lundi, 13:11
                                    
                    20 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/bache-voiture-berline-5279918","Détails","Neuf","Grand-Dakar
            
                Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f539443845d9d2ba511d060bc1e89175/-/horizon-files-prod/ed/picture/qder6850/df6ba2ce050bead1e2366f666eb5c3eeba799fca.png"
"1750854102-103","https://www.expat-dakar.com/equipements-pieces?page=20","Bache Voiture 4x4
                                Neuf
                                                                                    Grand-Dakar,
                                                                                Dakar
                                    
                                        lundi, 13:11
                                    
                    25 000 F Cfa
                        
                        782963838
                    
                        762963434
                    
                        771874229","https://www.expat-dakar.com/annonce/bache-voiture-4x4-4880559","Détails","Neuf","Grand-Dakar
            
                Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cc77127bf3f3403b2b010237fed8eca2/-/horizon-files-prod/ed/picture/qjnk5ed/7f4df55ef9547cb2c621ce87f86bec307041e088.png"
